name,text
Dopium,"This rare Diesel-Chem hybrid lives up to its lineage with a hair-curling aroma and an effect which nearly matches the smell in potency.  Though it is a Sativa-dominant variety, it has the tendency at higher dosages to live up to its strain name, giving the user an extremely relaxed, almost narcotic feeling to go along with all the cerebral effects the Diesel and Chem family are known for.Chem's Sister x Sour DieselFound by a grower named ""ToneDawg"", this strain is simply a stellar bagseed.  The cut was passed onto one of the owners at Denver Relief, and it's since become one of their signature varieties.  As far as we're aware, this particular cut is not available for sale in any other dispensary… at least not under this same strain name.As it whittles away, the effect becomes more narcotic and relaxing, giving a bit of the classic Sativa ""crash"" which can send a previously excitable user to bed by the 2nd hour.  The ""up then down"" style of the experience can be mitigated by a smaller dosage, repeated over shorter duration — this will keep the ""up"" side rolling and stave off the sleepy side of the effects.  Overall, Dopium is something we'd call an early evening strain, great for some socializing and fun before a relaxing finish… it aids with energy, appetite, and mood early on, then muscle relaxation, anti-anxiety, and sleep aid properties complete the experience.Lots of bracts vs. leaf coverage on this one, and it has the very dark green leaves and signature pink salmon-colored stigmas of the Sour Diesel side of the lineage, while also occasionally purpling up on the fringes by finish like the Chem's Sister.  The plant gets somewhat tall but will produce a solid yield when let finish through 70 days.  The trichome coverage of this variety again mirrors the parents — it's one of the frostier plants you'll come across in dried nug form.  Most nugs tend to have a fairly loose structure, similar to the Sour Diesel, with tiny dark leaves interspersed with stacking bracts which look almost grey due to the density of trichomes.The complex and pungent bouquet the Dopium offers is certainly Diesel-dominant, with that sharp chemical-fuel-rubber element which so many connoisseurs seek out taking the forefront and practically assaulting the senses.  However, there are some interesting floral and spice notes present which differentiate this cut from other Chem-Diesel hybrids and seem to influence the flavor as well.Less outright acrid than the aroma, the flavor still has strong notes of chemical pine and hickory smoke.  The floral side of things lingers in the aftertaste makes it more palatable for those patients who love Diesel type effects but cannot handle the ""Chem breath"" flavor it often leaves behind… this is a lower key, more measured Chem-Diesel experience.  The smoke is rather expansive without being harsh when well-grown.Immediately heady and cerebral, it normally gives a burst of energy and mental activity early on, filling the user with a desire to laugh and talk.  At higher dosages, it can get a little spacey and cause occasional lapses in concentration, but the good mood and overall energy boost seems to mostly smooth over that aspect of things.  Along with the energy, there is a strong face and eye presence which at times gives the ""headband"" feeling of constriction.  The elevated state of being only lasts for about the first 45 minutes or so, when the timbre of the experience changes to a more sedentary, relaxing one as the strain shifts gears into its decline of effects.Given the genetics, expect a stretch with this cut.  Like most varieties with wide internodal spacing, it's advisable to net or otherwise train the plants so they are not so lanky.Colorado, USAClone only, extremely limited availability70 days"
Double Diesel,"Though we missed the acrid Sour Diesel part of the equation at times, this was a very enjoyable Diesel experience that was neither too heavy nor too light. It felt like a true hybrid, with a blend of Sativa and Indica effects that played well together rather than battling for attention. The appearance was top-notch, with its sound but distinct structure, copious trichome coverage, and lack of flaws. The smell was right up our alley and seemed NYCD-dominant with a grapefuit bent. Overall, we like this med as a daytime or early evening strain for those looking for some mood elevation, relaxation, and appetite stimulation — it's suitable for all levels of patient because it was never too strong but can be enjoyed even by the connoisseurs.A Colorado clone varietyWe all really liked the look of this one, from its foxtailed structure to its impressive trichome coverage. Just a very pretty example of a Diesel strain, with a strong lime green color, and peach pistils.This one had some of the typical diesel notes in the jar/bag before it was ground up, but they seemed to disappear, turning into more of a sweet herby grapefruit… it seemed to be both sweet and musky at the same time, which is certainly unique. It seems that the NYCD dominated the smell department, not much of the acrid, pungent Sour Diesel smell at all… in this case, that wasn't a bad thing.Similar to the smell but much less sweet-tinged, the taste was also a semi-musky citrus with some menthol qualities. It turned a bit more to the earthy/smoky side as it burned away, but overall was rather pleasant the whole way through. One reviewer reported some post-smoking throat burn, but the others felt it was a pretty smooth smoke despite being fairly thick. Pretty average taste overall, which was slightly disappointing after the top-notch aroma.A typical diesel start, with pressure in the sinuses/cheeks/eyes, tickling/ringing in the ears, and a buzzing presence through out the body, at times feeling like butterflies in the stomach. It was never what we'd describe as 'rushy', but it was definitely heady and Sativa in nature to start. As the experience progressed, it seemed to take us to a middle-ground in a manner of ways — mood-wise, energy-wise, and mentally we seemed on an even keel. It had moments of sociability and laughter interspersed with moments of withdrawn silence and introversion. While feeling capable overall, there were also moments of short term memory loss and general slowness. As it faded out, there was some drowsiness, but nothing overwhelming that you can't shake off in the middle of the day.ColoradoClone"
Double Gum,"This strain was so Indica in every way, with its super dense and blocky nug structure, its sweet scent, and its heavy couchlock-inducing effects. While it wasn't our favorite in terms of a daily use medication, it would be great for those days where you want to do nothing but sit around and relax, or days when pain or loss of appetite make life very difficult.Claw-shaped woodland green sepals, arranged in closed stacked calyxes, striped with shocks of indochine brown pistils, and average coverage with thin, short-stalked bent trichomes with average headsVery nice and super sweet Bubblegum smell, one of the most uncanny gum smells around. It turned a bit more fruity when ground and lost the saccharine sweetness.Though it had traces of that strong sweetness and the actual gum flavor, this one tasted mostly like a bit of a ""fruit punch"", with a blend of fruity and sweet flavors and a flowery finish. The smoke was extremely thick and dense (like the nug) but also had a bit of unwanted harshness that burned the throat.This Double Gum was an Indica-dominant experience for sure, with a heavy feeling behind the eyes and a hanging warmth over the body. Sitting gape-mouthed staring at something was not an uncommon effect, and the heavy almost wobbly head made sitting way more satisfying than moving around. It was functional enough but it was much nicer to sit on the couch and just enjoy it. Appetite stimulation was evident, and this was basically a typical Indica effects package thould be nice for an evening session."
Durban Poison,"A landrace sativa variety from South Africa, Durban Poison is known for its spicy/sweet anise-like smell and taste and it's clear-headed cerebral effect.  Though it's a (normally) pure sativa, most versions finish fairly quickly and don't stretch like crazy.  Many claim the real South African Durban Poison is very racy and finishes as long as 120 days, but that's not the case for the versions available in seed form (Afropips and African Seeds seems to be the longest to finish).Landrace South African variety, at times crossed with Skunk for stabilitySam the Skunkman, speaking on the version he is responsible for:South African Durban Poison was first introduced by me.  I got maybe 100 seeds from South Africa and grew them in California in the late 70s.  Most were hermaphrodite, small calyxs, as well as not so great buds.  But I saw the potential for an early sativa so I worked with it for a few years to clean it up.  I finally eliminated most of all the bad traits, and introduced it in the early 80s.When I took it to Amsterdam it was an immediate hit, one of the few sativa strains that can be grown outdoors in Holland most years if the weather is okay at harvest time.  Every seed merchant in Holland bought some and made copies as well as hybrids; all of the Durban Poison genetics being passed around were originally from my work until Afro-Seeds popped up a few years ago.  My Durban Poison is sativa, pure IBL Landrace created from seed lines, maintained with clones, male and female.  There is no change in the genepool now as any seeds are produced from selected clones 20 years old.  The plants had a strong licorice/anise smell and taste, as well as being quite early in maturation.  The strength was med-strong, vigor strong, yield quite good, very consistant.  To be honest I considered it a daytime smoke.Durban is known for possessing a very distinct blend of sweet and spicy smells — fennel/anise, orange, lemon, and a creamy sweetness are the most common descriptors.Very sweet and intoxicatingly complex, Durban Poison presents the sativa-lover with a palate of flavors ranging from sweet lemon candy to spicy anise, making it a favorite of many dispensary patients as well as connoisseurs.Durban is a fabulous daytime strain, with a clear, functional effects package that stimulates creativity, sociability, and overall mood.  It's very energetic and is seen as one of the more pure-feeling sativa varieties widely available on the market. The true South African Durbans are known for being extremely racy and borderline psychedelic, but the toned-down Dutch versions that circulate the United States and Europe lose some of that edge, perhaps for the benefit of the average consumer.  The primary medicinal benefits are energy, appetite stimulation, migraine relief, and anti-nausea properties. Durban was known and loved in Holland because it was one of the few sativas that could finish outdoors — the short-flowering versions are suitable for Northern climates.  Grows very tall outdoors, but most varieties are totally manageable indoors, especially with training such as SCROG.South AfricaMany versions available in seed form — African Seeds, Dutch Passion, Afropips, Nirvana, and Sensi Seeds all have versions of it.Depends on the version, most floating around or from Dutch companies are between 8 and 10 weeks, while the African seed companies tend to be longer, going as long as 120 days."
Dutch Treat Haze,"One of Colorado's underground favorites before becoming a staple at Boulder MMC in Boulder, CO, Dutch Treat Haze is one of the most wonderful Haze hybrids around, bringing the absolute best parts of Green House Seeds' famous Super Silver Haze but moderating the Sativa effect with the uplifting yet still Indica-dominant Amsterdam strain Dutch Treat.  Both parent strains have a citrus element to them, and that comes out in this hybrid, but it also has interesting funky notes of eucalyptus, sandalwood, and floor cleaner.Dutch Treat x Super Silver HazePrior to the establishment of HB 1284 which changed the dispensary scene in Colorado significantly in terms of supply chain, this strain was everywhere and in high demand because the creator was able to sell it to any dispensary who wanted it.  Once the legislation changed and centers had to grow at least 70% of their own cannabis, the creator ended up with Boulder Medical Marijuana Center and the strain has been an in-house favorite ever since, only occasionally being sold elsewhere.The Super Silver Haze used in this cross is from old Dutch stock, as is the Dutch Treat.  This strain shows what new breeding projects can do to reinvigorate what many consider as staid genetic lines, creating very exciting new hybrids.Very light, almost minty green calyxes encase thin pink-red pistils and the nug shape overall is pointed, especially on the non-cola buds, which pop up in perfect little triangles on the stem almost at random.  The trichome coverage and structure is what we'd consider almost perfect, with moderate-sized heads of perfect rounded shape capping medium stems that cover the plant surface in a very even fashion.  The deep sparkle that the dried nugs possess make this an incredible ""bag appeal"" variety for a Sativa-lover.The complex but undeniably Sativa aroma the Dutch Treat Haze offers blends the punchy, reedy side of the Haze family with the sweet, crisp citrus side (which is given an added boost by the sweet and also-citrusy Dutch Treat).  The perfect melding of Haze aromas in the flowers themselves also results in a wonderful floral-fresh-sweet-smelling smoke when it's combusted — in all, a treat for the nose.Much like the smell, the flavor combines the sweet-citrusy Haze and Dutch Treat with the eucalyptus-funky Haze elements that often come out of good old-stock Super Silver Haze.  The flavor is especially noticeable and enjoyable in a joint, where the crisp flavor hangs on the lips all the way through to the crutch and lingers in the mouth and sinuses after smoking.A near-immediate influx of pressure to the eyes and face area signal the arrival of this potent and torquey Sativa.  The internal buzzing and energetic-feeling waves that rush over the body can trend towards the racy and anxious side of things, but patients who don't struggle with nerve excitement or heart-based anxiety issues shouldn't have any issues.  Through the beating heart, the internal motivation fills the mind with racing thoughts and makes socializing at times difficult simply because the mind is so busy — however, experienced users and lovers of true Sativas will enjoy this more than see it as a possible detriment.  The final hour or so of the experience takes a decidedly Indica turn, partly from the ""crash"" that so often comes with powerful Sativas, but partly with the onset of the relaxing Dutch Treat presence.  This one is a great choice for appetite, mood elevation, and energy.BMMC runs the DTH in both very large DWC setups as well as peat-based soil setups and has great success, so the plant can do well in any medium.  It seems to retain its natural flavor better than many strains when grown in hydro, so that may be the best choice for those looking for maximum trichome coverage, ""bag appeal"", yield, and flavor.  The plant itself grows tall and fairly branchy, making it suitable for SCROG moreso than SOG applications — training and a good veg period will reap major rewards yield-wise.Colorado, U.S.A.Clone-only, bred by the master grower at Boulder Medical Marijuana Center (BMMC)75-80 days"
Dynamite,"A surprising favorite amongst the staff, this potent medicinal Indica has a place with any patient who struggles with pain or appetite especially, but it's also a great choice for anyone later in the day or when being physically active isn't required. Watch the dosage with this one though, as it can put you to sleep if you're not careful! Altogether, it's a superb medical strain with a pleasing citrusy taste/smell package.Bred by Next Generation Seed Company as a seed line of popular BC Grapefruit cloneVery nice dense stocky structure with an outwardly frosty pale green sheen. Very nice dense stocky structure with an outwardly frosty pale green sheen.  Reports of pink and purple notes and dapples.Sweet-and-sour grapefruit in the jar, turns to an even sharper yet fresh-smelling citrus-soil after being ground up… fairly pungent and complex.Felt strongly right away in the eyes and sinuses, this one also has a very strong pulsing narcotic body effect that left our reviewers with big smiles and the desire to simply relax. Couchlock, appetite stimulation, and a completely relaxed body are the hallmarks of any strong Indica, and this one fits the bill perfectly.CanadaSeed6-7 Weeks"
East Coast Alien,"East Coast Alien in comprised of East Coast Sour Diesel and Alien Technology. East Coast Sour Diesel, also known as NYC Diesel -- The lore around Sour Diesel is immense-- is a vigorous sativa. Meanwhile, Alien Technology is an Afghan landrace indica. A balanced hybrid with growth traits of both an Old World Kush and Sour Diesel, a vigorous sativa in vegitative and flower stages of its growth. Finished buds are dense but with some fingers, as a result of the heavy diesel ancestry. Light green calyxes are encased in purple old world kush style leaves. Fuel and earth tones, rather complex. Sour on the inhale and a bitter kushy exhale Right in the middle of the effect spectrum, East Coast Alien will deliver a rounded experience with slight motivation and creativity, while relaxing, and with classic appetite stimulation after a medium-long durration of psychoactive effects. Clone only"
Elevation,"The mood elevation was instant and lasting, but the potency was never all that high, and leveled off to a very mild state after about 1.5 hours, which is shorter than we'd like. However, the total duration including lingering eye effects was in the 3 hours area, so patients who medicate for ocular relief might find it more useful than others.Bred in-house by Tree of Life Alternative Medicine in ColoradoA long, slender sample, this strain showed its Sativa dominance in its structure and average density. It was a pale green for the most part, but there were some extremely dark almost blue leaves visible.his sample was a very subdued smell that consisted of fresh vegetation, pine, and a slight sweetness. We mostly got standard smoke notes (often called ""hashy"") along with more of the pine and slight sweetness that were present in the smell.They could call this strain ""mood elevation"" — it really makes you smile to begin with and gives the urge to laugh at almost anything. Starting strong in the eyes and continuing that throughout the experience, this strain feels alternately light and heavy, fluctuating between a floaty head and a heavy body. Despite the sometimes heavy feeling, tasks (both mental and physical) were never an issue, making this a solid choice for retaining productivity while medicated. As it went on, it reduced itself down to a calm body and retained the mood elevation, making for a long lingering finish and a soft drop back to normalcy.ColoradoClone"
F*cking Incredible,"While we are not really fans of the smell and taste of this strain, the effects were enjoyed thoroughly by the staff. This strain provided a solid combination of mood uplift and strong body relaxation while keeping functionality mostly intact — this is a somewhat rare combination of effects that were perfect for fighting off the urge to get up when doing solitary work. The strange purple cast the trichomes had over the entire surface of the bud was also rather unique, especially when viewed with our microscope. If you're a patient that is looking for muscle and pain relief but don't want to be zombiefied and overtly sleepy, this is a very good choice.Bred by Vancouver Island Seed CompanyIf you're a patient who likes big, blocky, dense structure this is the strain for you. Clearly Indica in structure, this strain has a large, conical bud shape with a collection of dark coloration, including an odd lavender cast to most of the trichomes (a few purple heads were spotted, but it was mostly the stems).The smell of this one was typical hashy Indica with just a hint of sweetness that seemed to disappear as fast as it came. A hint of ""garlic bud"" type aroma stuck out at one reviewer as well — our opinion is that this is clearly an Afghani lineage plant based on the smell.Much like the smell, this was a very generic and boring taste for us, simply tasting like hashy smoke for most of the duration. One reviewer did pick up hints of pine and a slight cherry-like sweetness, but it was fleeting. The flavor took a downturn mid-way through the session, bringing a bad, slightly bitter aftertaste to the party that we didn't enjoy at all. The final flush appeared near-perfect though, as the ash was a fluffy white… not sure where the iffy aftertaste came from.This was a fairly unique med in that it felt strongly body-centric and Indica-heavy but seemed to leave the head nearly unaffected and functional. It started almost immediately, with a warming and relaxing body sensation creeping up from the legs through the torso and an overall relaxed mental state taking over. A heavy-headed feeling also came with the territory early on, definitely making us more comfortable on the couch than standing. Logical and social processes seemed uninhibited entirely by this strain, making it good for solitary, sedentary work — it relaxes the body enough to allow the mind to concentrate on the task at hand. If consumed later at night, the relaxation this strain provides will probably lead to sleep.Seed6-8 Weeks"
Faceoff OG,"Faceoff OG is a 1990's cut of OG Kush. Thought to be one of the orignal phenotypes spawning from the Tahoe OG, just a handful of growers were privlaged to grow it. A few bagseeds were distributed with at least one prized phenotype circulating today. As one of the original OG's, it is highly sought after. A prime phenotype of OG Kush, this strain is one of the original cuts of OG, beginning to circulate around California grow collectives and just recently the Colorado medical and recreational scene. Skunk, juniper and diesel fuel. Southern California, 1990'sClone Only"
Fat Albert,"The lemony garlic funk of Pacific Northwest clone only Albert Walker beefed up, with added musky notes off of Tom Hill's Deep Chunk.  Seriously potent indica.Bred by Scott of Rare Dankness with the Albert Walker genetics provided by The Docta of Archive Seedbank Very dense with a well above average trichome count. There are some unique purple hints to the calyx structure.Citrus, Lemon, Skunky FunkA sour lemon hint on top of very strong pine.Fast. Strong concetration in the eyes making them feel detached from head. Rising power that is covered in indica traits, yet allows mental focus. Drowsiness set in after the first 15-20 minutes.Clone"
Fire OG,"Clone only phenotype of OG KushFire OG is the mother of White Fire OG, WiFi Tahoe and many others. Thus it is sought after as a stable, yielding and effective breeder. OG RaskalClone Only"
Firewalker OG,"The pleasant and light OG Kush flavor and smell reminded us of the less aggressive branch of that family (Ghost and SFV), while the super-smooth smoking experience was enjoyed by all of the staff, even those who primarily vaporize.  Very potent and medicinal at first, it evolved into a more base relaxation experience after 1.5 hours or so, which led nicely into sleep when consumed at a late hour.  This is a very solid Kush experience… it both mentally clear and relaxing, while also possessing a stereotypical Kush flavor profile — suitable for either daytime or night time use, it provided solid relaxation without causing sluggishness.Spearhead shaped sycamore green calyxes with dark kelp green accents, formed in tight nodal clusters, with dark copper pistils, and above average density of very short, thick-stalked trichomes with large headsThis sample had a light and spicy Kush scent, carrying a pronounced perfumey, floral hint along with the more standard Kush aromas.  When ground, it got slightly more aggressive and took on a light fuel/chem sharpness that added to the complexity.  This isn't the most pungent sample in the world, but you can smell it sitting in the jar from a good distance… it seems to settle a bit and dissipate quickly once ground though.Very much like the smell, this was a spicy and soil-heavy OG, with a pleasant and non-aggressive Kush flavor.  The smoke was extremely smooth and not expansive, which made it a highly pleasurable smoking experience, especially for those with respiratory issues or patients who are used to vaporizing. This strain made us slightly light-headed and made our hearts race to start, serving to wake up the senses a bit and provide some internal energy that sustained at a high level through the first half of the effects.  A strong pulsing throughout the body (especially the legs and feet) along with moderate amounts of eye and temple pressure signaled the rather high potency of the early effects.  As it progressed, the talkative and social mood changed to a much more sedate one, where internal concentration on one thing at a time was high but sociability and multi-tasking ability was low.  As it left, we felt a little bit drained, but the body effects seemed to keep up at a relatively high level until the end.CaliforniaClone"
Flople,"One reviewer loved this strain and forgave its lack of blinding potency, but the other reviewers felt that it just wasn't potent enough to warrant an A-level grade. Visual appeal for this one was very high, with an array of beautiful colors and tons of sparkling trichomes that were harvested at the proper time. The smell and taste package were perfect for the strain lineage, and they seemed to match for the most part, which is always appreciated. The clean, heady, and energetic effects were perfect for any daytime use, and there were no physical signs of being medicated… good strain for professional situations. It just wasn't potent enough to get into the upper echelon, but it would be great for times when being strongly medicated isn't desired… this is definitely a great beginner smoke.Bred by Karmaceuticals in Denver, ColoradoWith no real flaws visible, a great array of coloration, and a thick layer of trichomes, this was a very stunning sample for our staff. The mix of dark green (almost black), lime green, orange/red pistils, and vibrant royal purple in spots made this a very interesting sample to look at.This sample was a perfect marriage of the two parent strain smell-wise, with the floral and slightly sweet incense notes of the Purple Kush blending with the more herby and spicy Flo's fennel-kissed sweet hash aroma. This was among the cleanest-smelling strains we've had, absolutely floral and something we could smell all day, even though it wasn't all that pungent until it was broken into.Almost matching the smell note-for-note, the taste was again a very clean and floral combination of the two parent strains. A little bit of the typical Purple ""grape incense"" type of flavor crept in, but it was balanced by the distinctive taste of Flo. While it wasn't the most pungent-tasting sample around, the taste stayed at a high level until the end, never getting that ""cashed"" taste or displaying any real harshness. This was a smooth and easy smoke, highly recommended for those who can't deal with aggressive strains that make you cough.This was a light potency strain overall, perfect for a little relaxation while keeping all mental activities running at a high level. Starting off with a delayed effect, it smoothly built to a light, buzzy body feeling that had us motivated and on our feet for most of the review. There was a little bit of head/eye pressure cycling, but overall it was rather clear-headed, with only a bit of euphoria and the desire to shirk responsibilities breaking up the motivated state. As it went along, the body relaxation became more apparent but was still not that direct — as if the mental relaxation moved downwards.ColoradoClone"
Fruity Pebbles OG,"Green Ribbon x Grand Daddy Purps x Tahoe AlienNot a straight-shot OG like many originals (think Hell's, Tahoe, Faceoff, Ghost) Fruity Pebbles OG is a bred-into OG that resembles much of the same flavor as the originals yet delivers a wide spectrum hybrid effect with a greater flavor pallet. Alien GeneticsClone Only"
G-13,"I dig it. Best kind med for a long day, energy driven with no decline accompanied with a good attitude. One to be noted.Offered by Neville Schoenmaker's seedbank in the late 1980s, the lore surrounding the strain maintains that it was stolen from the US government's cannabis growing project at Ole Miss (The University of Mississippi) during the 1970s.Dense closed cluster calyxes with bright orange pistils covered in long trichomes reminiscent of Old World hash plantsChemical pine with a sour apple sweetnessSimilar to the aroma, but less nuanced - dark/bitter/astringent with notes of light sweetnessEnergy off the bat, I was right out of my seat and became active and playful. Enjoyed the company I had and had no problem mingling with new faces. Motivated and relaxed, proved a good choice to stay sharp for a day to get things done.Clone only"
G-13 Widow,"This was a superb Indica-dominant cross, bottom line. The overall grow quality and bag appeal was impressive, while the perfect harvest timing seemed like the veritable cherry on top. The two parent strains really aren't known for their taste and smell (both are generally chosen for their potency), but this cross was still very pleasant to smoke, possessing a nice lemony bite. We recommend this most highly as an after work or late-night med, as it puts the user in a very sedative and relaxed state where even basic communication can at times be too much to deal with. Sinking into the couch and enjoying the mood elevation and warm body presence is probably the most likely effect of this med; a real Indica experience despite the slightly rushy start. Great job by the Biocare crew — it was a very well cared-for sample overall that lasted longer than most and retained medicinal potency well into hour #2.Bred by Mr. Nice SeedbankThis was one of the frostiest samples we've gotten in some time, with a thick coating of trichomes covering nearly every surface. The structure of this sample was also very good, with a moderate density and a hearty stickiness.Though it's not an aroma that really marks itself as distinct or uniquely enjoyable, this G-13 Widow produced a lovely sharp lemon-pine scent with a bit of muskiness and also sweetness in the mix. Lemon is at the forefront though for sure, and it was nicely pungent once broken apart.It was mostly a fresh and clean-tasting vegetation with a pine element to it — not really something we'd seek out, but certainly not a bad flavor. The smoke was smooth despite being rather thick, and the final ash was a very light gray, indicating that it had a proper flush.To start, this strain had us feeling slightly racy, with an elevated heart beat, a boost of energy, and the urge to be social and active. A lot of head and eye pressure fluctuations, a buzzing warm body, and a slightly slow/hazy mental state were the other initial pieces of this surprisingly Sativa-oriented start. It was at this point where we had a bit of disagreement on the overall tone of the experience — one reviewer continued on the energetic and clear-headed path while the other two were knocked for a relaxing Indica loop. It seems the time of day and situation might play a larger role in the effects of this med than some others — the energetic one was a mid-day review when the reviewer had things to do, and he functioned well. The others were in the morning and later at night when both reviewers were not busy, so the heavy effects seemed to come through harder. In any case, there was strong body relaxation, mental relaxation, and a persistent ocular/forehead effect that continued well into the 2nd hour. The end of the experience was rather sedative and could easily lead into sleep.NetherlandsSeed56-63 Days"
Ghost Moonshine,"This cross was originally made by Scott of Rare Dankness Seeds when he was operating Stone Mountain Wellness in Longmont, CO.This particular phenotype selection from seed stock leans heavily towards the Ghost's OG side of the spectrum.  Blue Moonshine adds an interesting musky sweetness to the zesty ginger-lemon OG flavor of the Ghost, and serves to thicken up the smoke as well as increase the heaviness of the effects. A light and floaty feeling throughout the head and body starts things off, feeling very Ghost-influenced at first, but some body heaviness creeps in later in the duration and grounds the experience a bit.  Ghost Moonshine is a very relaxing strain but is still somewhat ""up"" mentally, keeping the mood of the user elevated though steady. ColoradoClone"
Ghost OG,"Clone only phenotype of OG Kush""Ghost"" was a popular member on the forum overgrow.com before the website was shut down. Because many phenotypes were spread amongst this online network it is thought that OG Kush got its name from this site.Ghost OG is one of the most sought after cuts of OG Kush. Thought to be a one-off of Chem Dog, OG Kush is instrumental in todays cannabis market. Light green buds with very little leaf matter spiral around thin stems. Dark orange to crimson stigma are sparse around cured flowers. Colas are not large and often reduce to popcorn sized nugs. Terpentine, biological, musty. Camphor, Pine and lemon tartBred for superior potentcy, Ghost OG is a THC powerhouse highly sought after for the strong medicated feeling it induces when smoked.CaliforniaClone Only8-10 weeks"
Ghost Train Haze #1,"Regardless of expectations going in, this strain had very high marks in all areas, with the smell and appearance especially drawing our attention. We definitely think that this is daytime medicine, as the mental and physical stimulation it gave would likely keep a patient awake at night with mind racing. We actually liked a lower dosage of this strain in terms of daily use, as the psychedelic elements we experienced at high dosages made it less functional both mentally and socially — but those adventurous 'psychonaut' types among the MMJ patient population will likely enjoy those elements of the experience.Bred by Rare Dankness as part of their Ghost Train Haze series pairing legendy OG Kushes with their Nevil's Wreck (Arcata Trainwreck x Neville's Haze) male, this strain redefined maximum potency when High Times tested it at the Cannabis Cup, being named the Strongest Strain on Earth.Wide claw-shaped dark olive green sepals arranged in open cluster calyxes, with bursts of red bronze pisitls, and supreme coverage by long, thin-stalked wavy trichomes with average headsUniversally loved by our staff, the aroma didn't have any real hints of the Ghost's OG side of the lineage, but that didn't seem to matter at all. The scent is a wonderfully sweet yet fresh scent that has hints of anise, grenadine, and citrus mixed together into what several reviewers described as ""cherry-limeade"" or a similar sweet-tangy-tart combination. It's very complex and engaging, and also has just enough of a bite post-grind to remind you of the OG and Haze lineage. Top-notch aroma here, one that Trainwreck and Haze lovers especially will enjoy.After the world-class aroma experience, it's hard not to be slightly disappointed with the flavor, but this one held up very well. The flavor was a little more OG-tinged than the smell was, giving hints of the pine cleaner type of sharpness combined with a hint of the floral Haze sweetness. One this we really enjoyed about this strain was its extremely smooth smoking experience, which never really gave us the urge to cough and retained flavor to about the midway point of the bowl. We had some slight disagreements on the overall potency of this hybrid among the review staff — some staff felt that it was in the top 10% of medicine potency-wise, while others (one of whom who has had the strain previously) thought that it just didn't get to that upper level. That said, the uplifting and energizing effects that kick off this experience will make any real Sativa-lover happy, but might border on anxious for those who struggle with the more energizing strains. A strong 'facial mask' feeling of buzzing pressure kept up at a high level, and our eyes tended to be rather red during the early parts of the duration especially… not a 'stealth' med really. Multiple reviewers reported quite a lot of borderline psychedelic activity, including slight auditory and visual hallucinations and at times felt a bit of sensory overload. At lower dosages than our standard KR review portion, the effect was more manageable and sociable, but otherwise it was a bit too challenging mentally to stay engaged with anything other than one's own thoughts for the most part. The main effects began their decline at about 1.5 hours, but the energy and mental activity kept up through almost the end, when a little bit of a Sativa crash crept in and we felt a little stunted mentally and in a somewhat dreamlike mental state to finish.Seed70-84 Days"
Ghost's OG Kush,"Thought by some to be the ""mother"" of all OG Kush strains to follow, Ghost's cut of OG Kush is a legendary clone-only cut that was possessed by OverGrow.com forum member known as ""OrgnKid"", who then passed it onto another OG.com member known as ""Ghost"", who then passed it on to a few select individuals.  Possessing one of the most elemental and unique taste/smell packages in all of cannabis, it's clear why Kushes have become such a big deal on the scene.See above — possibly original ""OG Kush"" cut, passed through overgrow.com forum members, from OrgnKid to Ghost, who then distributed it to select individuals... eventually making its way into Scott of Rare Dankness Seeds' hands.  The stories about OG Kush as a strain vary greatly, but many ""in the know"" say that it's true mother plant is the Triangle Kush, which came out of Florida in the 1990's and was named after the ""Triangle"" of Florida's main marijuana-producing cities (Jacksonville, Tampa, and Miami).Nobody knows the lineage for sure [good evidence also points to Tahoe] , though it's still widely thought to be an off-shoot of the Triangle Kush, which came out of Florida in the early 1990's.Absolutely one of the purest-smelling Kush varieties on the planet, its ginger ale + citrus + Kush pine-sol qualities are unmatched. Terpene heavy at all times."
Giga Bud,"The very dense Giga Bud is bred by G-13 Labs, and is a great yielding strain. An early flowering strain ideal for indoor growing. I hear that these buds get massive and compact. I can tell my sample was an exact replica of what I've been hearing about. Having a grinder handy will make it easier to prepare these flowers for medication. Strong mind numbing effects that deliver a long lasting, and strong medicinal experience.Bred by G13 LabsLooks like a lightly frosted Christmas tree. Huge - dense, almost rock like buds, lightly sprinkled with cloudy and amber trichomes on its multi-green surface.Smells like a mix of skunky fuel and hash.Tastes very earthy and is a bit peppery and spicy. Leaves a hash like taste on exhale.Will give you cotton-mouth so be prepared with something tasty to drink. Creates a strong sedating high that makes you feel happy but lazy. Impairs mental abilities like focus, concentration, and speech.United KingdomSeed53-67 Days"
